BJ_5G,Santi-2G,BJ_2G,ARI_2G,VIVOFIBRA-1EB0,Santi-5G,Unnamed: 6,class,Lais,#NET-CLARO-WIFI,CLARO_2G46D856,ANA 2.4G,Rubens_2.4,INA ,plenna_inteligenti,Unnamed: 15,Familia,Unnamed: 17,VIVOFIBRA-FF20,InÃ¡ Corp,Cozinha da InÃ¡,((TURIS)),Maria_2G,BUCKER,AMNET85_8295,CLARO_2G92213C,Unnamed: 26,VIVOFIBRA-F7E8,((Internacional)),2G Lucineia,ALEXANDRE1,andre,,CLARO_2G743AC1,INA _EXT
-61,-57.0,-46.0,-94.0,-89.0,-63.0,-100.0,s1,-88.0,-91.0,-100.0,-91.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-61,-65.0,-48.0,-93.0,-87.0,-63.0,-100.0,s1,-88.0,-95.0,-90.0,-91.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-95.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-62,-68.0,-58.0,-94.0,-88.0,-65.0,-100.0,s1,-88.0,-95.0,-90.0,-92.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-95.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-62,-53.0,-40.0,-92.0,-85.0,-65.0,-100.0,s1,-88.0,-91.0,-90.0,-92.0,-100.0,-95.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-95.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-61,-63.0,-53.0,-92.0,-91.0,-69.0,-100.0,s1,-88.0,-91.0,-90.0,-92.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-95.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-62,-63.0,-53.0,-92.0,-91.0,-69.0,-100.0,s1,-88.0,-91.0,-90.0,-92.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-95.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-62,-63.0,-53.0,-92.0,-91.0,-69.0,-100.0,s1,-88.0,-91.0,-100.0,-92.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-62,-53.0,-46.0,-92.0,-84.0,-63.0,-100.0,s1,-94.0,-91.0,-88.0,-100.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-62,-58.0,-48.0,-94.0,-80.0,-64.0,-100.0,s1,-93.0,-95.0,-92.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-59,-62.0,-42.0,-95.0,-84.0,-60.0,-100.0,s1,-93.0,-92.0,-92.0,-100.0,-100.0,-95.0,-100.0,-100.0,-93.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-59,-67.0,-47.0,-90.0,-84.0,-61.0,-100.0,s1,-92.0,-92.0,-92.0,-100.0,-100.0,-95.0,-100.0,-100.0,-93.0,-100.0,-91.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-60.0,-48.0,-90.0,-80.0,-61.0,-100.0,s1,-91.0,-92.0,-92.0,-100.0,-100.0,-95.0,-100.0,-100.0,-93.0,-100.0,-91.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-60.0,-48.0,-90.0,-80.0,-61.0,-100.0,s1,-91.0,-92.0,-92.0,-100.0,-100.0,-95.0,-100.0,-100.0,-93.0,-100.0,-91.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-60.0,-48.0,-90.0,-80.0,-61.0,-100.0,s1,-91.0,-92.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-93.0,-100.0,-91.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-57.0,-50.0,-92.0,-89.0,-64.0,-100.0,s1,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-94.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-63.0,-45.0,-91.0,-87.0,-60.0,-100.0,s1,-91.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-92.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-63.0,-45.0,-91.0,-87.0,-60.0,-100.0,s1,-91.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-92.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-59.0,-50.0,-92.0,-87.0,-58.0,-100.0,s1,-92.0,-91.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-93.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-55,-51.0,-48.0,-92.0,-84.0,-58.0,-100.0,s1,-92.0,-91.0,-86.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-95.0,-100.0,-100.0,-100.0,-91.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-67,-47.0,-62.0,-88.0,-87.0,-58.0,-100.0,s1,-95.0,-88.0,-86.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-93.0,-100.0,-100.0,-100.0,-91.0,-100.0,-49.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-66,-47.0,-62.0,-88.0,-87.0,-57.0,-100.0,s1,-95.0,-88.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-93.0,-100.0,-100.0,-100.0,-91.0,-100.0,-62.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-66,-53.0,-49.0,-89.0,-88.0,-62.0,-100.0,s1,-95.0,-87.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-92.0,-93.0,-100.0,-100.0,-100.0,-91.0,-100.0,-50.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-64,-54.0,-62.0,-89.0,-86.0,-59.0,-100.0,s1,-95.0,-95.0,-87.0,-94.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-58,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,s1,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-50,-70.0,-33.0,-100.0,-84.0,-58.0,-100.0,s1,-93.0,-95.0,-90.0,-94.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-95.0,-94.0,-95.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-49,-70.0,-33.0,-100.0,-84.0,-63.0,-100.0,s1,-93.0,-95.0,-90.0,-94.0,-100.0,-94.0,-100.0,-100.0,-95.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-95.0,-94.0,-95.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-49,-70.0,-33.0,-100.0,-84.0,-63.0,-100.0,s1,-93.0,-95.0,-90.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-95.0,-94.0,-95.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-49,-66.0,-51.0,-100.0,-83.0,-70.0,-100.0,s1,-94.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-94.0,-95.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-30,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,q1,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-30,-67.0,-23.0,-100.0,-100.0,-77.0,-100.0,q1,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-22.0,-100.0,-100.0
-30,-66.0,-23.0,-100.0,-84.0,-77.0,-100.0,q1,-85.0,-89.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-22.0,-100.0,-100.0
-36,-68.0,-19.0,-100.0,-86.0,-73.0,-100.0,q1,-85.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-20.0,-100.0,-100.0
-38,-68.0,-19.0,-100.0,-86.0,-73.0,-100.0,q1,-85.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-20.0,-100.0,-100.0
-44,-74.0,-34.0,-100.0,-86.0,-74.0,-100.0,q1,-85.0,-92.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-100.0,-100.0
-44,-70.0,-41.0,-100.0,-85.0,-77.0,-100.0,q1,-91.0,-92.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0
-48,-67.0,-32.0,-100.0,-78.0,-78.0,-100.0,q1,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-32.0,-100.0,-100.0
-48,-70.0,-40.0,-88.0,-85.0,-76.0,-100.0,q1,-94.0,-89.0,-89.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-100.0,-100.0
-52,-64.0,-38.0,-88.0,-82.0,-80.0,-100.0,q1,-94.0,-91.0,-89.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-100.0,-100.0
-51,-64.0,-38.0,-88.0,-82.0,-80.0,-100.0,q1,-94.0,-91.0,-89.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-100.0,-100.0
-47,-62.0,-33.0,-88.0,-94.0,-76.0,-100.0,q1,-91.0,-95.0,-89.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-35.0,-100.0,-100.0
-46,-73.0,-30.0,-88.0,-86.0,-69.0,-100.0,q1,-94.0,-91.0,-87.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-30.0,-100.0,-100.0
-47,-71.0,-46.0,-100.0,-85.0,-75.0,-100.0,q1,-93.0,-91.0,-87.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0
-45,-78.0,-32.0,-100.0,-86.0,-77.0,-100.0,q1,-95.0,-94.0,-87.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-32.0,-100.0,-100.0
-45,-76.0,-33.0,-89.0,-85.0,-76.0,-100.0,q1,-92.0,-92.0,-87.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-33.0,-100.0,-100.0
-42,-76.0,-33.0,-89.0,-85.0,-76.0,-100.0,q1,-92.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-33.0,-100.0,-100.0
-42,-67.0,-31.0,-89.0,-85.0,-73.0,-100.0,q1,-92.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-42,-77.0,-31.0,-89.0,-82.0,-79.0,-100.0,q1,-92.0,-93.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-100.0,-100.0
-44,-70.0,-36.0,-100.0,-88.0,-73.0,-100.0,q1,-91.0,-93.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-32.0,-100.0,-100.0
-45,-79.0,-38.0,-100.0,-92.0,-82.0,-100.0,q1,-92.0,-93.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-100.0,-100.0
-45,-80.0,-47.0,-100.0,-81.0,-80.0,-100.0,q1,-90.0,-92.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0
-44,-80.0,-47.0,-100.0,-81.0,-80.0,-100.0,q1,-90.0,-92.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0
-43,-64.0,-33.0,-100.0,-89.0,-77.0,-100.0,q1,-90.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-100.0,-100.0
-45,-65.0,-41.0,-100.0,-87.0,-77.0,-100.0,q1,-89.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-95.0,-100.0
-41,-68.0,-28.0,-100.0,-84.0,-76.0,-100.0,q1,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-29.0,-95.0,-95.0
-40,-58.0,-35.0,-100.0,-86.0,-71.0,-100.0,q1,-89.0,-90.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-35.0,-95.0,-95.0
-38,-60.0,-28.0,-100.0,-88.0,-68.0,-100.0,q1,-90.0,-90.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-95.0,-95.0
-38,-60.0,-28.0,-100.0,-88.0,-68.0,-100.0,q1,-90.0,-90.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-95.0
-42,-67.0,-29.0,-100.0,-82.0,-76.0,-100.0,q1,-90.0,-92.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-44,-64.0,-28.0,-100.0,-86.0,-75.0,-100.0,q1,-90.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-44,-70.0,-21.0,-100.0,-85.0,-78.0,-100.0,q1,-90.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-20.0,-100.0,-100.0
-42,-64.0,-27.0,-100.0,-85.0,-72.0,-100.0,q1,-89.0,-92.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-36.0,-100.0,-100.0
-40,-72.0,-32.0,-100.0,-88.0,-73.0,-100.0,q1,-92.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-100.0,-100.0
-39,-72.0,-32.0,-100.0,-88.0,-73.0,-100.0,q1,-92.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-100.0,-100.0
-44,-64.0,-35.0,-100.0,-90.0,-77.0,-100.0,q1,-95.0,-94.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-39.0,-100.0,-100.0
-48,-75.0,-26.0,-100.0,-86.0,-75.0,-100.0,q1,-92.0,-94.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-26.0,-100.0,-100.0
-46,-69.0,-29.0,-100.0,-85.0,-76.0,-100.0,q1,-92.0,-88.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-46,-60.0,-27.0,-100.0,-83.0,-79.0,-100.0,q1,-95.0,-88.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-27.0,-100.0,-100.0
-47,-67.0,-28.0,-100.0,-83.0,-77.0,-100.0,q1,-93.0,-88.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-47,-67.0,-28.0,-100.0,-83.0,-77.0,-100.0,q1,-93.0,-88.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-47,-61.0,-30.0,-100.0,-82.0,-75.0,-100.0,q1,-93.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0
-35,-70.0,-34.0,-100.0,-81.0,-69.0,-100.0,q1,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-33.0,-100.0,-100.0
